2004-01-01	817973.147	9946519.420	5650	0.960
2004-01-01	817645.400	9946952.243	5325	0.370
2004-01-01	817105.000	9947291.000	4975	-0.210
2004-01-01	817091.000	9947296.000	4971	-0.300
2004-01-01	817048.000	9947318.000	4955	-0.450
2004-01-01	817066.000	9947350.000	4952	-1.880
2004-01-01	817066.000	9947350.000	4952	-1.720
2004-01-01	816996.000	9947329.000	4939	-3.600
2004-01-01	817011.000	9947371.000	4933	-0.770
2004-01-01	817011.000	9947371.000	4933	-0.540
2004-01-01	817038.000	9947386.000	4931	-1.670
2004-01-01	816961.000	9947353.000	4925	-3.750
2004-01-01	816998.000	9947388.000	4925	-3.580
2004-01-01	816983.000	9947379.000	4924	-4.550
2004-01-01	816982.000	9947383.000	4923	-3.270
2004-01-01	816961.000	9947385.000	4917	-2.720
2004-01-01	816972.000	9947412.000	4913	-1.080
2004-01-01	816922.000	9947375.000	4910	-3.790
2004-01-01	816984.000	9947430.000	4908	-2.650
2004-01-01	816959.000	9947416.000	4908	-4.950
2004-01-01	816937.000	9947401.000	4908	-3.770
2004-01-01	816909.000	9947423.000	4897	-4.290
2004-01-01	816892.000	9947403.000	4897	-4.360
2004-01-01	816894.000	9947432.000	4892	-2.110
2004-01-01	816910.000	9947455.000	4890	-2.280
2004-01-01	816853.000	9947423.000	4887	-2.190
2004-01-01	816825.000	9947488.000	4864	-5.630
2004-01-01	816839.000	9947505.000	4860	-2.930
2004-01-01	816833.000	9947514.000	4859	-4.340
2005-01-01	817823.067	9946742.497	5475	1.040
2005-01-01	817707.090	9946870.812	5375	0.710
2005-01-01	817645.400	9946952.243	5325	0.850
2005-01-01	817011.000	9947371.000	4933	-3.670
2005-01-01	816964.000	9947348.000	4926	-4.290
2005-01-01	816982.000	9947383.000	4923	-3.870
2005-01-01	816966.000	9947360.000	4925	-3.730
2005-01-01	816968.000	9947385.000	4919	-2.940
2005-01-01	816970.000	9947397.000	4917	-2.820
2005-01-01	816970.000	9947397.000	4917	-4.320
2005-01-01	816934.000	9947384.000	4912	-4.110
2005-01-01	816970.000	9947416.000	4911	-4.760
2005-01-01	816955.000	9947407.000	4911	-4.110
2005-01-01	816959.000	9947416.000	4908	-2.290
2005-01-01	816914.000	9947419.000	4899	-4.370
2005-01-01	816909.000	9947423.000	4897	-3.270
2005-01-01	816893.000	9947404.000	4897	-4.040
2005-01-01	816892.000	9947403.000	4897	-2.450
2005-01-01	816912.000	9947433.000	4895	-5.440
2005-01-01	816890.000	9947428.000	4892	-2.780
2005-01-01	816897.000	9947443.000	4890	-3.100
2005-01-01	816853.000	9947423.000	4885	-2.730
2005-01-01	816864.000	9947454.000	4882	-4.980
2006-01-01	817877.354	9946680.807	5525	1.130
2006-01-01	817707.090	9946870.812	5375	1.000
2006-01-01	817645.400	9946952.243	5325	0.980
2006-01-01	817030.000	9947334.000	4947	-0.840
2006-01-01	817037.000	9947353.000	4944	-0.860
2006-01-01	817011.000	9947371.000	4933	-0.700
2006-01-01	817011.000	9947371.000	4933	-2.630
2006-01-01	817011.000	9947371.000	4933	-2.540
2006-01-01	816943.000	9947375.000	4916	-3.750
2006-01-01	816951.000	9947371.000	4919	-2.590
2006-01-01	816934.000	9947384.000	4912	-2.600
2006-01-01	816970.000	9947416.000	4911	-0.730
2006-01-01	816956.000	9947411.000	4910	-2.850
2006-01-01	816951.000	9947441.000	4899	-3.020
2006-01-01	816912.000	9947433.000	4895	-0.780
2006-01-01	816905.000	9947451.000	4890	-2.480
2006-01-01	816899.000	9947457.000	4887	-2.600
2006-01-01	816862.000	9947419.000	4887	-2.620
2006-01-01	816864.000	9947454.000	4882	-2.820
2006-01-01	816844.000	9947447.000	4877	-3.990
2006-01-01	816809.000	9947480.000	4860	-2.740
2006-01-01	816844.000	9947472.000	4872	-3.670
2006-01-01	817111.000	9947321.000	4871	-1.570
2006-01-01	816854.000	9947481.000	4871	-4.100
2006-01-01	816847.000	9947483.000	4869	-2.900
2006-01-01	816848.000	9947491.000	4867	-3.300
2006-01-01	816816.000	9947525.000	4850	-3.960
2007-01-01	817877.354	9946680.807	5525	0.720
2007-01-01	817707.090	9946870.812	5375	0.760
2007-01-01	817205.000	9947215.000	5066	-0.490
2007-01-01	817175.000	9947265.000	5004	-0.480
2007-01-01	817122.000	9947297.000	4980	-1.160
2007-01-01	817112.000	9947298.000	4977	-2.060
2007-01-01	817091.000	9947315.000	4967	-2.950
2007-01-01	817048.000	9947345.000	4949	-2.580
2007-01-01	817030.000	9947334.000	4947	-2.220
2007-01-01	817047.000	9947365.000	4942	-3.410
2007-01-01	817011.000	9947371.000	4933	-2.560
2007-01-01	816963.000	9947372.000	4921	-2.430
2007-01-01	816951.000	9947371.000	4919	-2.700
2007-01-01	816943.000	9947375.000	4916	-1.730
2007-01-01	816942.000	9947414.000	4906	-3.950
2007-01-01	816951.000	9947441.000	4899	-1.870
2007-01-01	816905.000	9947451.000	4890	-1.580
2007-01-01	816899.000	9947457.000	4888	-3.060
2007-01-01	816862.000	9947419.000	4887	-3.000
2007-01-01	816899.000	9947457.000	4887	-3.860
2007-01-01	816844.000	9947447.000	4877	-3.610
2007-01-01	816854.000	9947481.000	4871	-3.020
2008-01-01	817767.546	9946810.356	5425	1.080
2008-01-01	817645.400	9946952.243	5325	0.330
2008-01-01	817112.000	9947298.000	4977	-0.370
2008-01-01	817095.000	9947315.000	4969	-0.580
2008-01-01	817064.000	9947316.000	4960	-0.260
2008-01-01	817056.000	9947300.000	4959	-0.490
2008-01-01	817064.000	9947335.000	4957	-0.660
2008-01-01	817030.000	9947341.000	4946	-0.430
2008-01-01	817047.000	9947365.000	4942	-1.200
2008-01-01	817021.000	9947375.000	4934	-1.300
2008-01-01	816981.000	9947371.000	4926	-0.460
2008-01-01	816937.000	9947394.000	4910	-1.330
2008-01-01	816942.000	9947414.000	4906	-0.720
2008-01-01	816931.000	9947413.000	4904	-0.720
2008-01-01	816911.000	9947423.000	4898	-1.120
2008-01-01	816904.000	9947435.000	4894	-2.420
2008-01-01	816844.000	9947447.000	4877	-1.220
2009-01-01	817767.546	9946810.356	5425	0.820
2009-01-01	817645.400	9946952.243	5325	0.760
2009-01-01	817175.000	9947265.000	5006	-0.930
2009-01-01	817113.000	9947303.000	4974.54	-3.000
2009-01-01	817089.000	9947318.000	4995	-3.080
2009-01-01	817069.000	9947338.000	4955.51	-4.050
2009-01-01	817122.000	9947297.000	4980	-2.590
2009-01-01	817044.000	9947354.000	4972	-4.000
2009-01-01	817013.000	9947374.000	4959	-3.820
2009-01-01	817013.000	9947355.000	4962	-3.950
2009-01-01	816979.000	9947380.000	4949	-3.580
2009-01-01	817011.000	9947371.000	4933	-1.100
2009-01-01	816930.000	9947410.000	4926	-4.760
2009-01-01	816951.000	9947371.000	4919	-2.640
2009-01-01	816860.000	9947462.000	4894	-4.880
2009-01-01	816860.000	9947465.000	4893	-4.340
